D (in),P (in),Power (W),RPM,Thrust (N),Speed (m/s),Weight,KV,Max Amps
13,4,102,5610,8.26700595,9.477248,90,825,0
13,4,121,5880,9.1201845,9.968992,0,0,0
13,4,132,6030,9.8262633,10.192512,90,825,0
13,4,157,6300,10.65982855,10.684256,0,0,0
13,4,167,6450,11.375714,10.907776,90,825,0
13,4,195,6720,11.964113,11.354816,0,0,0
13,4,290,7840,16.9066646,13.277088,107,893,35
13,8,64,3900,5.67805035,13.232384,0,0,0
13,8,76,4110,6.3154826,13.902944,90,825,0
13,8,90,4320,7.0804013,14.618208,0,0,0
13,8,106,4530,7.7472535,15.333472,90,825,0
13,8,113,4680,8.433719,15.86992,107,893,35
13,8,130,4860,8.9044382,16.451072,136,887,35
13,8,135,5040,9.71839015,17.076928,0,0,0
13,8,138,4890,9.022118,16.54048,90,825,0
13,8,142,5130,9.610517,17.389856,136,887,35
13,8,148,5040,9.5124505,17.076928,96,905,50
13,8,177,5220,10.4735022,17.65808,90,825,0
13,8,221,5520,11.6699135,18.686272,90,825,0
13,8,229,5760,12.748645,19.490944,136,887,35
13,8,240,5640,12.2779258,19.088608,136,887,35
13,8,261,5850,13.533177,19.803872,136,887,35
13,8,317,6510,16.6909183,22.039072,0,0,0
13,8,320,6240,15.2003075,21.144992,136,887,35
13,8,340,6420,15.5925735,21.726144,96,905,50
13,8,350,6600,17.05376435,22.352,136,887,35
13,8,375,6540,17.30873725,22.12848,107,893,35
13,8,64,3900,5.67805035,13.232384,0,0,
13,8,76,4110,6.3154826,13.902944,825,0,
13,8,90,4320,7.0804013,14.618208,0,0,
13,8,106,4530,7.7472535,15.333472,825,0,
13,8,113,4680,8.433719,15.86992,893,35,
13,8,130,4860,8.9044382,16.451072,887,35,
13,8,138,4890,9.022118,16.54048,825,0,
13,8,148,5040,9.5124505,17.076928,905,50,
13,8,135,5040,9.71839015,17.076928,0,0,
13,8,142,5130,9.610517,17.389856,887,35,
13,8,177,5220,10.4735022,17.65808,825,0,
13,8,221,5520,11.6699135,18.686272,825,0,
13,8,240,5640,12.2779258,19.088608,887,35,
13,8,229,5760,12.748645,19.490944,887,35,
13,8,261,5850,13.533177,19.803872,887,35,
13,8,320,6240,15.2003075,21.144992,887,35,
13,8,340,6420,15.5925735,21.726144,905,50,
13,8,317,6510,16.6909183,22.039072,0,0,
13,8,375,6540,17.30873725,22.12848,893,35,
13,8,350,6600,17.05376435,22.352,887,35,
13,8,261,5850,13.533177,19.803872,,,
13,8,320,6240,15.2003075,21.144992,,,
13,8,340,6420,15.5925735,21.726144,,,
13,8,317,6510,16.6909183,22.039072,,,
13,8,375,6540,17.30873725,22.12848,,,
13,8,350,6600,17.05376435,22.352,,,
